entity_id,n_events,n_unique_customers,first_event_ts,last_event_ts,lifetime_days,events_per_day,days_since_first_event,pct_events_in_first_14d,top3_customer_concentration,cancellation_rate,total_amount,avg_amount,amount_std,source,log_n_events,log_avg_amount,log_amount_std,rule_flag_single_customer_all_cancelled,anomaly_score,anomaly_score_raw
90d4125885ab6c86e8820a722be71974,5,3,2018-04-13 05:18:38,2018-04-13 10:52:21,1.0,5.0,143.15855324074073,1.0,1.0,1.0,1299.5500000000002,259.91,0.0,olist_brazil,1.791759469228055,5.564175520269783,0.0,False,-1,-0.13086523306496212
66d5ae34537110d3affc56174dad2b2f,3,1,2018-07-08 18:44:18,2018-07-08 18:44:18,1.0,3.0,56.5990625,1.0,1.0,1.0,33.81,11.270000000000001,0.0,olist_brazil,1.3862943611198906,2.5071572587228204,0.0,True,-1,-0.12430365281008504
bcf5566870987da7bc811fbc8c5b9fd9,4,1,2017-08-10 09:31:59,2017-08-10 09:31:59,1.0,4.0,388.98261574074075,1.0,1.0,1.0,96.0,24.0,0.0,olist_brazil,1.6094379124341003,3.2188758248682006,0.0,True,-1,-0.11970604615085678
37ceb404da208418c9032f0674e57804,3,1,2018-05-22 18:50:55,2018-05-22 18:50:55,1.0,3.0,103.5944675925926,1.0,1.0,1.0,204.93,68.31,0.0,olist_brazil,1.3862943611198906,4.238589195929893,0.0,True,-1,-0.10504661551671213
d4a5e99e0dd915df64ba55a7fbd583fd,6,2,2017-10-26 11:22:23,2017-10-26 22:55:40,1.0,6.0,311.9059490740741,1.0,1.0,0.0,65.15,10.858333333333334,8.348677539985998,olist_brazil,1.9459101490553132,2.4730308553078064,2.2352348937233857,False,-1,-0.08116202088949909
ec8463980a4e0ea9f8517aea1ed0c419,8,2,2018-07-16 16:35:30,2018-07-16 22:36:53,1.0,8.0,48.68850694444444,1.0,1.0,0.0,239.2,29.9,0.0,olist_brazil,2.1972245773362196,3.4307561839036995,0.0,False,-1,-0.07245562892178037
a3b42d266fa8afc874b909422ce88582,6,1,2018-07-31 10:27:34,2018-07-31 10:27:34,1.0,6.0,33.944016203703704,1.0,1.0,0.0,839.4000000000001,139.9,0.0,olist_brazil,1.9459101490553132,4.948050418904635,0.0,False,-1,-0.06921024834778833
99a25c39b28a74d1151c35c18d178292,6,1,2018-06-13 13:35:02,2018-06-13 13:35:02,1.0,6.0,81.81383101851851,1.0,1.0,0.0,173.94,28.99,0.0,olist_brazil,1.9459101490553132,3.4008639927609177,0.0,False,-1,-0.06768919173913912
010da0602d7774602cd1b3f5fb7b709e,5,1,2018-06-06 18:37:14,2018-06-06 18:37:14,1.0,5.0,88.6039699074074,1.0,1.0,0.0,849.5,169.9,0.0,olist_brazil,1.791759469228055,5.141078590121546,0.0,False,-1,-0.052392426048400664
c4f7fee5b0db50e87766f5a4d1b1b758,9,8,2018-04-15 13:07:03,2018-07-12 12:14:56,87.96380787037037,0.10231480671304077,140.8332638888889,0.5555555555555556,0.4444444444444444,0.4444444444444444,11961.829999999998,1329.092222222222,1151.501026983669,olist_brazil,2.302585092994046,7.1930035588286,7.049689665962527,False,-1,-0.04880542417321421
