entity_id,n_events,n_unique_customers,top3_customer_concentration,cancellation_rate,source,log_n_events,rule_flag_single_customer_all_cancelled,anomaly_score,anomaly_score_raw
160194,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
99955,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
189025,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
52904,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
101580,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
2604,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
65807,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
138433,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
5253,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
191004,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
179667,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
187524,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
117944,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
128687,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
147788,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
178872,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
200156,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
1866,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
18191,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
185371,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
111936,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
190056,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
95296,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
179262,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
22986,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
128710,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
192287,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
165274,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
2307,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
162224,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
140440,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
144415,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
183871,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
126715,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
108363,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
175519,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
88008,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
86454,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
76205,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
163102,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
89581,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
63885,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
103835,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
29374,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
182430,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
53928,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
87481,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
86802,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
176828,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
154645,98,1,1.0,0.0,instacart_grocery,4.59511985013459,False,-1,-0.08723045218360304
109904,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
77293,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
179548,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
97401,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
110314,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
202371,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
110986,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
63023,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
171132,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
111608,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
134177,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
60807,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
79046,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
36370,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
36944,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
123751,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
88236,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
37007,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
37056,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
194051,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
173968,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
120538,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
89251,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
84210,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
89934,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
83608,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
38495,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
91351,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
127081,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
82925,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
198496,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
59180,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
127506,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
80883,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
129168,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
129605,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
18631,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
187431,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
55626,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
43448,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
105168,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
47676,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
136966,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
137453,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
100612,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
205417,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
165820,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
46202,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
66411,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
74575,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
182873,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
72156,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
74740,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
46518,97,1,1.0,0.0,instacart_grocery,4.584967478670572,False,-1,-0.08689591913703587
116255,99,1,1.0,0.0,instacart_grocery,4.605170185988092,False,-1,-0.08652919366342648
192754,99,1,1.0,0.0,instacart_grocery,4.605170185988092,False,-1,-0.08652919366342648
182425,99,1,1.0,0.0,instacart_grocery,4.605170185988092,False,-1,-0.08652919366342648
178506,99,1,1.0,0.0,instacart_grocery,4.605170185988092,False,-1,-0.08652919366342648
172985,99,1,1.0,0.0,instacart_grocery,4.605170185988092,False,-1,-0.08652919366342648
143774,99,1,1.0,0.0,instacart_grocery,4.605170185988092,False,-1,-0.08652919366342648
127577,99,1,1.0,0.0,instacart_grocery,4.605170185988092,False,-1,-0.08652919366342648
38171,99,1,1.0,0.0,instacart_grocery,4.605170185988092,False,-1,-0.08652919366342648
9158,99,1,1.0,0.0,instacart_grocery,4.605170185988092,False,-1,-0.08652919366342648
95802,99,1,1.0,0.0,instacart_grocery,4.605170185988092,False,-1,-0.08652919366342648
106638,99,1,1.0,0.0,instacart_grocery,4.605170185988092,False,-1,-0.08652919366342648
