entity_id,n_events,n_unique_customers,first_event_ts,last_event_ts,lifetime_days,events_per_day,days_since_first_event,pct_events_in_first_14d,top3_customer_concentration,cancellation_rate,total_amount,avg_amount,amount_std,source,log_n_events,log_avg_amount,log_amount_std,rule_flag_single_customer_all_cancelled,anomaly_score,anomaly_score_raw
0b36063d5818f81ccb94b54adfaebbf5,15,1,2017-01-30 21:44:49,2017-01-30 21:44:49,1.0,15.0,580.4737037037037,1.0,1.0,0.0,765.0,51.0,0.0,olist_brazil,2.772588722239781,3.9512437185814275,0.0,False,-1,-0.2150335397476122
6560211a19b47992c3666cc44a7e94c0,2033,1854,2017-02-17 07:39:19,2018-08-29 09:14:11,558.0658796296296,3.642939076205907,563.0608564814814,0.003443187407771766,0.006886374815543532,0.003935071323167732,123304.83,60.65166256763404,33.65366960882598,olist_brazil,7.617759576608505,4.121500197091562,3.5454036250449947,False,-1,-0.15122662177866109
cc419e0650a3c5ba77189a1882b7556a,1775,1706,2017-01-31 17:15:33,2018-08-27 16:12:22,572.9561226851852,3.097968465161662,579.6606944444444,0.005633802816901409,0.007323943661971831,0.0050704225352112674,104288.42,58.75403943661972,23.197699808430382,olist_brazil,7.4821189235521155,4.090236794160265,3.1862575794067616,False,-1,-0.13969492424541963
f1c1ac3f3efc07e659c035008e615e66,14,4,2017-03-30 12:39:15,2017-09-27 12:56:13,181.0117824074074,0.07734303156293924,521.8525694444445,0.35714285714285715,0.9285714285714286,0.35714285714285715,2561.96,182.99714285714285,184.22967277197864,olist_brazil,2.70805020110221,5.214920229538115,5.221596529529274,False,-1,-0.13707284786656715
4a3ca9315b744ce9f8e9374361493884,1987,1806,2017-01-08 09:35:14,2018-08-27 10:46:11,596.0492708333334,3.333617030051871,602.9803587962963,0.006542526421741319,0.006542526421741319,0.0010065425264217413,200472.92,100.89225968797183,59.51661235064436,olist_brazil,7.59488438721652,4.623915977461067,4.102917911653595,False,-1,-0.13447934482845225
1f50f920176fa81dab994f9023523100,1931,1404,2017-04-03 22:00:31,2018-08-25 20:10:27,508.9235648148148,3.7942829405092393,517.4628009259259,0.004142931123770067,0.017607457276022784,0.0005178663904712584,106939.20999999999,55.380222682547895,6.9325254280449995,olist_brazil,7.566311014772463,4.032118435350886,2.0709714500225496,False,-1,-0.13012932140046696
81783131d2a97c8d44d406a4be81b5d9,15,13,2018-07-27 13:06:11,2018-08-15 10:06:15,18.875046296296297,0.7947000375275017,37.83386574074074,0.6666666666666666,0.3333333333333333,0.4,1782.54,118.836,108.34828667641352,olist_brazil,2.772588722239781,4.78612414137474,4.694538078745922,False,-1,-0.12154396142952317
a4b6b9b992b46e9ef863637af96e04bc,14,7,2017-02-18 12:45:31,2017-07-01 13:23:05,133.02608796296298,0.1052425145652473,561.8482175925926,0.07142857142857142,0.7142857142857143,0.42857142857142855,7147.0,510.5,643.9379747961875,olist_brazil,2.70805020110221,6.2373475853916815,6.469154149065118,False,-1,-0.11694228750016
955fee9216a65b617aa5c0531780ce60,1499,1287,2017-07-24 11:33:53,2018-08-28 20:49:17,400.3856944444444,3.7438900060601292,405.89796296296294,0.014009339559706471,0.01200800533689126,0.00066711140760507,135171.7,90.17458305537025,83.890235275084,olist_brazil,7.313220387090301,4.512776163669429,4.441359072274885,False,-1,-0.11152748455511896
8b321bb669392f5163d04c59e235e066,1018,943,2017-10-27 15:34:03,2018-08-21 16:45:44,298.0497800925926,3.415536826377616,310.73118055555557,0.011787819253438114,0.0137524557956778,0.0,17535.69,17.225628683693515,10.314183104097953,olist_brazil,6.926577033222725,2.9028287729756728,2.426057080641691,False,-1,-0.11143444205583564
ea8482cd71df3c1969d7b9473ff13abc,1203,1146,2017-08-15 12:54:48,2018-08-24 09:20:03,373.85086805555557,3.2178606572640884,383.8417708333333,0.00914380714879468,0.007481296758104738,0.0008312551953449709,37177.52,30.90400665004156,18.491449588754975,olist_brazil,7.093404625868766,3.4627316022185224,2.9699758867801322,False,-1,-0.10691348724665439
da8622b14eb17ae2831f4ac5b9dab84a,1551,1314,2017-02-05 21:46:05,2018-08-28 21:56:30,569.0072337962963,2.7258001443181223,574.4728240740741,0.016763378465506126,0.009026434558349452,0.0,160236.57,103.31177949709866,68.69524209513177,olist_brazil,7.347299700743164,4.647384294240368,4.244132052812832,False,-1,-0.10106751636379518
b1b3948701c5c72445495bd161b83a4c,18,18,2017-06-06 08:37:30,2017-08-12 17:08:34,67.35490740740741,0.2672411067411019,454.0204513888889,0.5555555555555556,0.16666666666666666,0.1111111111111111,24699.19,1372.177222222222,810.096368477999,olist_brazil,2.9444389791664403,7.224882474075023,6.698386873786038,False,-1,-0.09427949566141691
1025f0e2d44d7041d6cf58b6550e0bfa,1428,915,2017-07-09 11:15:16,2018-08-26 09:22:44,412.92185185185184,3.4582814970817726,420.9108912037037,0.0021008403361344537,0.014705882352941176,0.0,138968.55,97.31691176470588,82.74054896871678,olist_brazil,7.264730177929867,4.588196054722833,4.427723316202621,False,-1,-0.09253452956923491
48efc9d94a9834137efd9ea76b065a38,34,33,2016-12-23 23:16:47,2017-01-26 10:00:37,33.447106481481484,1.0165303841402435,618.4098379629629,0.9117647058823529,0.11764705882352941,0.0,345.6,10.164705882352942,2.0934070175616752,olist_brazil,3.5553480614894135,2.4127575421196115,1.1292730781787381,False,-1,-0.08109491321631979
1fe5540d7c1c37a595fefbacd5570d9e,25,20,2018-08-02 15:58:56,2018-08-16 08:44:24,13.69824074074074,1.8250518787895176,31.713900462962965,1.0,0.28,0.0,4537.6,181.50400000000002,11.132889711720551,olist_brazil,3.258096538021482,5.206772090590574,2.4959199230853373,False,-1,-0.07549413774415636
7d13fca15225358621be4086e1eb0964,578,565,2018-02-14 21:11:44,2018-08-25 13:51:01,191.69394675925926,3.0152230144538,200.49667824074075,0.04325259515570934,0.01903114186851211,0.0,113628.97,196.58991349480968,143.54125481473258,olist_brazil,6.361302477572996,5.286193738944171,4.973564967252965,False,-1,-0.07010316884824241
4869f7a5dfa277a7dca6462dcf3b52b2,1156,1132,2017-03-07 12:43:03,2018-08-24 19:42:51,535.2915277777778,2.159570888033753,544.8499305555556,0.005190311418685121,0.007785467128027681,0.0008650519031141869,229472.63,198.50573529411764,121.61956927603157,olist_brazil,7.053585727193677,5.295842984258134,4.80908662965533,False,-1,-0.06699208976553694
4e8dacf3d38f281ae26c3e0321d92d88,15,10,2017-01-27 14:59:18,2017-06-05 12:13:39,128.88496527777778,0.11638285324957359,583.7553125,0.26666666666666666,0.5333333333333333,0.3333333333333333,2644.95,176.32999999999998,208.48413214713213,olist_brazil,2.772588722239781,5.178012403504388,5.344647994952521,False,-1,-0.06332649053554185
7c67e1448b00f6e969d365cea6b010ab,1364,982,2017-01-26 22:44:11,2018-08-07 18:58:53,557.8435416666666,2.4451300375814755,584.4324768518519,0.026392961876832845,0.02126099706744868,0.0,187923.89,137.7741129032258,47.19998306348643,olist_brazil,7.21890970761906,4.932847524217302,3.8753586696765434,False,-1,-0.06292946832976731
d8cf3b6a2151949f930d0252b180ec42,19,6,2018-04-13 10:09:10,2018-06-21 11:12:14,69.04379629629629,0.2751876492779006,142.95679398148147,0.7368421052631579,0.7368421052631579,0.0,623.7,32.82631578947369,16.865903872911534,olist_brazil,2.995732273553991,3.5212390732108,2.882894084816921,False,-1,-0.06181815983210481
3d871de0142ce09b7081e2b9d1733cb1,1147,1080,2017-03-05 12:29:19,2018-08-26 12:28:39,538.999537037037,2.1280166701167027,546.8594675925926,0.010462074978204011,0.00959023539668701,0.0034873583260680036,94914.2,82.74995640802092,38.923584548661125,olist_brazil,7.045776576879511,4.427835650203797,3.6869672407152203,False,-1,-0.057212691057971776
7a67c85e85bb2ce8582c35f2203ad736,1171,1160,2017-01-27 12:15:07,2018-08-21 01:30:48,570.5525578703704,2.052396372335695,583.8693287037037,0.005977796754910333,0.005977796754910333,0.0008539709649871904,141745.53,121.04656703672075,54.46297666155578,olist_brazil,7.066466970136958,4.804402668927781,4.015715710971559,False,-1,-0.05596266491753321
81f89e42267213cb94da7ddc301651da,52,46,2018-08-08 12:45:12,2018-08-27 18:45:54,19.250486111111112,2.70123048840758,25.8484375,0.6538461538461539,0.11538461538461539,0.0,3955.0,76.0576923076923,13.414088966658518,olist_brazil,3.970291913552122,4.344554392054717,2.6682061287225878,False,-1,-0.05420530955055258
b37c4c02bda3161a7546a4e6d222d5b2,15,4,2017-04-23 12:07:48,2018-07-15 14:49:44,448.1124537037037,0.0334737405221015,497.8744097222222,0.06666666666666667,0.9333333333333333,0.0,24075.0,1605.0,399.18219971765853,olist_brazil,2.772588722239781,7.381501894506707,5.991919942693817,False,-1,-0.04807562905504148
d13e50eaa47b4cbe9eb81465865d8cfc,69,67,2018-08-04 09:09:37,2018-08-28 10:00:01,24.035,2.8708133971291865,29.998148148148147,0.5507246376811594,0.07246376811594203,0.0,7155.05,103.6963768115942,70.01912362665045,olist_brazil,4.248495242049359,4.651064511848809,4.2629491876281955,False,-1,-0.03664850759726801
5a413ade68e8f8d93071a7f52a64cb9e,14,14,2018-08-08 07:11:24,2018-08-29 08:25:34,21.05150462962963,0.6650355994172141,26.080243055555556,0.9285714285714286,0.21428571428571427,0.0,778.9,55.635714285714286,3.2386148850436625,olist_brazil,2.70805020110221,4.036639780663094,1.4442365378172266,False,-1,-0.03190500061314949
53243585a1d6dc2643021fd1853d8905,410,358,2017-08-28 18:29:21,2018-08-21 09:52:32,357.64109953703706,1.1464006808242706,370.6094444444444,0.21951219512195122,0.04390243902439024,0.0,222776.05,543.3562195121951,473.8619263231435,olist_brazil,6.018593214496234,6.299603847837733,6.163024080353646,False,-1,-0.030300306041275427
ec4608a1f76453166bb312b2968aeaf4,35,18,2017-02-22 15:57:47,2018-08-14 14:19:51,537.9319907407407,0.06506398690251616,557.714699074074,0.02857142857142857,0.4,0.17142857142857143,1181.75,33.76428571428571,5.201916663576024,olist_brazil,3.58351893845611,3.54859058722415,1.8248583835637977,False,-1,-0.022530511737710812
