seller_id,n_events,n_unique_customers,cancellation_rate,avg_amount,amount_std,top3_customer_concentration,log_n_events,log_avg_amount,anomaly_score,anomaly_score_raw
0015a82c2db000af6aaaf3ae2ecb0532,3,3,0.0,895.0,0.0,1.0,1.3862943611198906,6.79794041297493,1,0.08630852257330268
001cca7ae9ae17fb1caed9dfb1094831,239,200,0.0,104.9373640167364,16.119656266688743,0.05439330543933055,5.480638923341991,4.662848013956118,1,0.12458465255694345
002100f778ceb8431b7a1020ff7ab48f,55,51,0.0,22.445454545454545,18.787634407012778,0.10909090909090909,4.02535169073515,3.1546766400889283,1,0.1491933204829342
004c9cd9d87a3c30c522c48c4fc07416,170,158,0.0,115.95711764705882,45.62279580413899,0.047058823529411764,5.14166355650266,4.761807351777306,1,0.15387027921895818
00720abe85ba0859807595bbf045a33b,26,13,0.0,38.75,34.84996689105589,0.46153846153846156,3.295836866004329,3.6826098411003407,1,0.17175191061477002
00ee68308b45bc5e2660cd833c3f81cc,172,135,0.0,117.79069767441861,69.28977176760125,0.09302325581395349,5.153291594497779,4.777363101458867,1,0.15324221102712848
00fc707aaaad2d31347cf883cd2dfe10,135,103,0.0,93.96222222222222,32.72623167286714,0.0962962962962963,4.912654885736052,4.5534791516937965,1,0.17056366378605092
010da0602d7774602cd1b3f5fb7b709e,5,1,0.0,169.9,0.0,1.0,1.791759469228055,5.141078590121546,1,0.12858594749300756
01266d4c46afa519678d16a8b683d325,3,3,0.0,30.083333333333332,19.79675450393041,1.0,1.3862943611198906,3.436671769855815,1,0.15866406916127668
013900e863eace745d3ec7614cab5b1a,26,23,0.0,62.29615384615385,13.272223185435935,0.23076923076923078,3.295836866004329,4.147824566579855,1,0.2089004747270493
014c0679dd340a0e338872e7ec85666a,15,14,0.0,470.53333333333336,289.61718794911934,0.26666666666666666,2.772588722239781,6.15598979593378,1,0.14582193101738922
014d9a685fd57276679edd00e07089e5,12,11,0.0,60.82333333333333,15.19777030429866,0.3333333333333333,2.5649493574615367,4.124280855233086,1,0.2113373106367022
0176f73cc1195f367f7b32db1e5b3aa8,39,38,0.0,121.36153846153847,41.64123089503539,0.10256410256410256,3.6888794541139363,4.806980092442778,1,0.20872137105986727
01bcc9d254a0143f0ce9791b960b2a47,11,11,0.0,138.29181818181817,20.231461016842935,0.2727272727272727,2.4849066497880004,4.936571143826164,1,0.21436612941127625
01c97ebb5cdac52891c0ed1c37ba0012,12,9,0.0,48.125,34.05762579804998,0.5,2.5649493574615367,3.8943680701894254,1,0.2041164929759458
01cf7e3d21494c41fb86034f2e714fa1,67,61,0.0,145.21432835820897,126.76161625623183,0.1044776119402985,4.219507705176107,4.985073547699591,1,0.18827020274146222
01ed254b9ff8407dfb9d99ba1e17d923,5,5,0.0,293.198,96.68160536524003,0.6,1.791759469228055,5.684253010047697,1,0.17531376277390498
01fd077212124329bac32490e8ef80d9,39,31,0.0,30.974358974358974,12.13489813695255,0.28205128205128205,3.6888794541139363,3.4649342995503902,1,0.17534877263899518
01fdefa7697d26ad920e9e0346d4bd1b,131,129,0.0,113.90404580152672,85.72496614776858,0.03816793893129771,4.882801922586371,4.744097395736338,1,0.15843515914669026
0241d4d5d36f10f80c644447315af0bd,246,238,0.0,127.6329268292683,79.21133827266058,0.024390243902439025,5.5093883366279774,4.856962819693753,1,0.10738563891747932
0249d282d911d23cb8b869ab49c99f53,11,11,0.0,35.72727272727273,24.378048654442118,0.2727272727272727,2.4849066497880004,3.6035196051627794,1,0.1989300353442034
024b564ae893ce8e9bfa02c10a401ece,8,2,0.0,88.30000000000001,18.013328398716286,1.0,2.1972245773362196,4.492001487882454,1,0.14958606994472445
028872bfa080090a9d0abd4f1af168f8,3,1,0.0,23.5,0.0,1.0,1.3862943611198906,3.1986731175506815,1,0.10079711577642153
02b72cdeb9cfcc429f1af6f4e3f3b737,4,4,0.0,130.6625,2.7936031840623325,0.75,1.6094379124341003,4.88024183016266,1,0.1895552789559397
02c988090b766852e088c69d7fb3b551,17,13,0.0,95.21470588235294,73.66180709779997,0.4117647058823529,2.8903717578961645,4.566582213788496,1,0.20849565394950798
02d35243ea2e497335cd0f076b45675d,16,14,0.0,362.125,397.20458755533025,0.3125,2.833213344056216,5.894747127606176,1,0.13310255817461147
02dcd3e8e25bee036e32512bcf175493,17,14,0.0,87.75882352941177,16.75536994952151,0.35294117647058826,2.8903717578961645,4.485922843463389,1,0.21616032029755333
02ecc2a19303f05e59ce133fd923fff7,24,21,0.0,219.34124999999997,56.78969949974066,0.25,3.2188758248682006,5.3951774809465665,1,0.21237834174665554
02f5837340d7eb4f653d676c7256523a,30,30,0.0,129.435,7.422209352117872,0.1,3.4339872044851463,4.870875018386375,1,0.19927307306071418
02f623a8eb246f3c5f7c2f96462654e6,44,44,0.0,144.95454545454547,58.76608272923116,0.06818181818181818,3.8066624897703196,4.983295240731199,1,0.2019177617261843
0307f7565ff85b299b6e5ef162b1b1a9,7,7,0.14285714285714285,675.5428571428572,449.04170298582295,0.42857142857142855,2.0794415416798357,6.516995796887098,-1,-0.0023206264101388596
034b9387752bfa309f350a70cd45ffa3,8,8,0.0,12.0,0.0,0.375,2.1972245773362196,2.5649493574615367,1,0.1246485274678632
039b29ff3b3473435d0cd59040575de9,9,9,0.0,12.766666666666667,3.516311198464154,0.3333333333333333,2.302585092994046,2.6222502112988773,1,0.13158614866974677
039e6ad9dae79614493083e241147386,5,5,0.0,2585.0,866.6141009699761,0.6,1.791759469228055,7.857867559331803,-1,-0.04165277276211932
03a2a6dcbe45d639c4dc2a0d24769c40,9,9,0.0,119.82333333333334,43.93840259069758,0.3333333333333333,2.302585092994046,4.794329423581247,1,0.21593511414788202
03bd479e1d9484cdb14104d3023f7321,3,3,0.0,119.90000000000002,0.0,1.0,1.3862943611198906,4.794963757620748,1,0.16932550607559987
0417b067eeab773d2f7061a726dc477f,13,13,0.0,143.01384615384615,145.4616091851921,0.23076923076923078,2.6390573296152584,4.96990944879967,1,0.19907521906656922
042573af89b6d931f672efaf789d8358,3,3,0.0,137.82666666666668,56.12955272304321,1.0,1.3862943611198906,4.933226152578146,1,0.1628544908365065
04308b1ee57b6625f47df1d56f00eedf,94,94,0.0,639.6872340425532,298.00485046532395,0.031914893617021274,4.553876891600541,6.462541403430945,1,0.06155980958665486
0432ead42b6c8a0bdf68154add917fdf,90,85,0.022222222222222223,86.5788888888889,34.61074494188327,0.06666666666666667,4.51085950651685,4.472539974479448,1,0.14804075605989475
044668ccd5316b12a7cf0d54a156e3e9,4,3,0.0,34.45,0.8799999999998789,1.0,1.6094379124341003,3.5681232529781366,1,0.15724870535916352
048c2757535328e0d7dac690ad3c0aae,51,51,0.0,181.6623529411765,42.90843737990493,0.058823529411764705,3.9512437185814275,5.207639382715531,1,0.195707271689612
04aa0a1c5ce6b222003403a3e11c3cc0,17,11,0.0,324.5882352941176,125.81829046101718,0.5294117647058824,2.8903717578961645,5.785633501086521,1,0.1665452825801762
04aba03279157f6d4e0fe8ccaf21963c,16,16,0.0,160.99375,55.28574034900409,0.1875,2.833213344056216,5.087557754241233,1,0.22179743170500482
04e38a233f726ef161074ab1c9b0399a,28,23,0.0,48.292857142857144,47.043550708522275,0.2857142857142857,3.367295829986474,3.8977791850112977,1,0.20138393960488749
04fdea0c111866e6cf812f1570d6b5bd,10,10,0.1,105.5,31.5,0.3,2.3978952727983707,4.66814498514948,1,0.1398320023974841
0509040ea3fe50071181bbc359eb7738,98,89,0.0,38.14234693877551,26.679620319829255,0.07142857142857142,4.59511985013459,3.6672049228369636,1,0.17151868813955606
052577151711aec5c744fe12e66db3e1,4,4,0.0,687.0,0.0,0.75,1.6094379124341003,6.5337888379333435,1,0.12726503677395423
054694fa03fe82cec4b7551487331d74,22,21,0.0,453.77727272727276,297.1667666660318,0.18181818181818182,3.1354942159291497,6.119807788612067,1,0.14047562441302686
056b4ada5bbc2c50cc7842547dda6b51,66,65,0.0,186.86954545454546,125.8923435517224,0.06060606060606061,4.204692619390966,5.235747814808273,1,0.1781607414128734
0570350b23eda5444f8d1d9544932058,11,6,0.0,56.99090909090909,6.71571488720901,0.7272727272727273,2.4849066497880004,4.060286258449539,1,0.17571883755312923
05730013efda596306417c3b09302475,4,4,0.0,238.0,0.0,0.75,1.6094379124341003,5.476463551931511,1,0.17672723673584
058cb5aeb36d7c0fcae20fc85d5e0a59,13,12,0.0,102.15384615384616,34.91384154402012,0.3076923076923077,2.6390573296152584,4.636221525820142,1,0.22066002640535926
058fd0aa2bfdb2274e05e1ae971dabb6,64,61,0.0,119.8109375,20.384063300065947,0.09375,4.174387269895637,4.7942268236205585,1,0.1968151665855858
05a940b4ecae36cadfd8e93bd9c43257,10,10,0.0,95.2,85.58393540846319,0.3,2.3978952727983707,4.566429357671661,1,0.2093286256301845
05d2173d43ea568aa0540eba70d2ca76,66,62,0.0,87.26757575757576,95.8348486635497,0.09090909090909091,4.204692619390966,4.4803728347100105,1,0.19858162164999427
05e107217c7266362fd44b75b2cd4cc4,8,5,0.0,24.1725,26.747575006904835,0.75,2.1972245773362196,3.225752128807633,1,0.16080291247672113
05f51e13da97139648b8125c31e5f51b,63,60,0.0,218.5557142857143,160.48228965942334,0.09523809523809523,4.1588830833596715,5.391606023932582,1,0.17491571678604018
05feb94f19d094d4b0f9281f0b1d4c99,6,6,0.0,1558.8333333333333,174.21673921360852,0.5,1.9459101490553132,7.352334256929201,1,0.08166672095206373
05ff92fedb5be47920fea08e501238b9,62,59,0.0,354.7222580645161,180.09120625142893,0.0967741935483871,4.143134726391533,5.874150252381853,1,0.15033383865776095
062ce95fa2ad4dfaedfc79260130565f,60,55,0.0,125.35,95.21754477685998,0.13333333333333333,4.110873864173311,4.839055833834204,1,0.19719746355215217
06532f10282704ef4c69168b914b77be,9,8,0.0,1135.611111111111,718.4650359612257,0.4444444444444444,2.302585092994046,7.035806404559661,-1,-0.005959814172872835
06579cb253ecd5a3a12a9e6eb6bf8f47,72,62,0.0,65.65555555555555,23.081310915549132,0.1388888888888889,4.290459441148391,4.199538397322828,1,0.19510808867777668
066a6914e1ebf3ea95a216c73a986b91,74,68,0.0,127.16729729729728,113.44394204755932,0.0945945945945946,4.31748811353631,4.853336420660521,1,0.19269142064962136
0691148aee60ca47977c187804f935ae,53,47,0.0,110.72660377358491,163.30569194742696,0.11320754716981132,3.9889840465642745,4.7160548493692955,1,0.1846874678037721
0692610d8abe24f287e9fae90ea0bbee,4,4,0.0,43.4975,22.80476964913261,0.75,1.6094379124341003,3.795433007818771,1,0.18829561127688826
06a2c3af7b3aee5d69171b0e14f0ee87,405,392,0.0,89.89864197530864,30.537959367863813,0.019753086419753086,6.0063531596017325,4.509745061306252,1,0.06215816472454416
06bb3a2fe5e7b7a845b13e8fb91bd944,18,17,0.0,85.3438888888889,27.295595318025754,0.2222222222222222,2.9444389791664403,4.458338030679922,1,0.21974917153558815
06df0c10d34e459d9672bc77388742eb,30,26,0.0,302.3333333333333,12.47219128924673,0.2,3.4339872044851463,5.714832310842786,1,0.18306347256392763
06e5eefc71ec47ae763c5c6f8db7064f,95,92,0.0,233.56378947368424,111.27176494538465,0.06315789473684211,4.564348191467836,5.45772757423663,1,0.16541039371709937
07017df32dc5f2f1d2801e579548d620,9,8,0.0,105.16555555555556,43.144850886573835,0.4444444444444444,2.302585092994046,4.664999720564591,1,0.21515229937205732
070d165398b553f3b4b851c216b8a358,39,32,0.0,87.00410256410257,56.959493646821535,0.15384615384615385,3.6888794541139363,4.477383433438146,1,0.21452899071844228
0725b8c0f3f906e58f70cbe76b7c748c,37,17,0.0,59.197297297297304,53.84485624501888,0.40540540540540543,3.6375861597263857,4.097627455913215,1,0.18071956032235548
0743a0239d764b9a0f959a57d07e36ab,4,4,0.0,84.24,20.680606857633578,0.75,1.6094379124341003,4.445470807230416,1,0.19876538262494875
0747d5bb69f0586cc869d8af4c50f93e,15,14,0.0,23.106666666666666,14.922397781709066,0.26666666666666666,2.772588722239781,3.1824884274158114,1,0.17816365118154803
0761743cbffb25d7148189e9f1a5f03a,7,3,0.0,34.457142857142856,3.546127522828706,1.0,2.0794415416798357,3.5683247237151936,1,0.15380742215320242
077c5fae4bea9500e3737b16f71b9d3a,6,4,0.0,17.8,11.088733020503287,0.8333333333333334,1.9459101490553132,2.9338568698359038,1,0.13487924080618802
0791d9fc1e30678ecf03d3e55fa108d3,11,5,0.0,76.54545454545455,3.726163914894347,0.8181818181818182,2.4849066497880004,4.350864274693309,1,0.16713314173039934
079d295dcbf06ee8bb1b65ba964eb2b6,10,5,0.0,34.93,6.264511154112497,0.8,2.3978952727983707,3.581572601125427,1,0.16421040743663734
07bf9669d84d1f11be443a9dd938f698,24,18,0.0,74.0,29.732137494637012,0.25,3.2188758248682006,4.31748811353631,1,0.22020055268646876
07de60b03d150fb3ea09eab5da5e4c8b,9,9,0.0,79.9,8.94427190999916,0.3333333333333333,2.302585092994046,4.393213824064446,1,0.21077054530997624
080102cd0a76b09e0dcf55fcacc60e05,130,124,0.0,43.97523076923077,25.77126805678056,0.05384615384615385,4.875197323201151,3.8061119108791477,1,0.15671791840241378
080199a181c46c657dc5aa235411be3b,83,79,0.0,174.74939759036147,15.088316500452201,0.07228915662650602,4.430816798843313,5.169059103034041,1,0.18132559572502083
08061dc0fc165ed41288cc7acde738ee,4,4,0.0,30.95,29.048278778612683,0.75,1.6094379124341003,3.4641721808235437,1,0.1781707171387683
08084d990eb3f53af056ccbc1730c8a7,12,12,0.0,31.041666666666668,4.21790989577644,0.25,2.5649493574615367,3.4670371391576986,1,0.1853735677583504
081acf3de680d554796c9cf041be7bc2,8,4,0.0,199.6625,225.65187755423173,0.875,2.1972245773362196,5.301624392305532,1,0.1272688977531452
