entity_id,n_events,n_unique_customers,first_event_ts,last_event_ts,lifetime_days,events_per_day,days_since_first_event,pct_events_in_first_14d,top3_customer_concentration,cancellation_rate,total_amount,avg_amount,amount_std,primary_category,category_baseline_cancel_rate,cancel_rate_deviation,source,log_n_events,log_avg_amount,log_amount_std,rule_flag_single_customer_all_cancelled,anomaly_score,anomaly_score_raw
14213.0,5,1,2010-12-03 09:47:00,2010-12-03 09:47:00,1.0,5.0,371.12708333333336,1.0,1.0,1.0,-1192.2,-238.44,114.1990499084822,ADVENT CALENDAR GINGHAM SACK,0.015810276679841896,0.9841897233201581,uk_online_retail,1.791759469228055,0.0,4.746661500905578,True,-1,-0.18757378346251552
12605.0,3,1,2010-12-09 15:41:00,2010-12-09 15:41:00,1.0,3.0,364.88125,1.0,1.0,1.0,-7.5,-2.5,1.472243186433546,36 FOIL HEART CAKE CASES,0.014354066985645933,0.9856459330143541,uk_online_retail,1.3862943611198906,0.0,0.9051259111457796,True,-1,-0.18673098837720103
14627.0,5,1,2011-02-01 10:49:00,2011-02-01 10:49:00,1.0,5.0,311.0840277777778,1.0,1.0,1.0,-21.85,-4.37,1.1454256850621083,ALARM CLOCK BAKELIKE IVORY,0.025252525252525252,0.9747474747474747,uk_online_retail,1.791759469228055,0.0,0.7633379872648857,True,-1,-0.18375725419642364
15728.0,4,1,2011-10-21 14:03:00,2011-10-21 14:03:00,1.0,4.0,48.949305555555554,1.0,1.0,1.0,-134.8,-33.7,27.722463815469215,CHOCOLATE HOT WATER BOTTLE,0.008998875140607425,0.9910011248593926,uk_online_retail,1.6094379124341003,0.0,3.3576795279471905,True,-1,-0.18190142356467975
18256.0,4,1,2010-12-20 08:27:00,2010-12-20 08:27:00,1.0,4.0,354.1826388888889,1.0,1.0,1.0,-50.1,-12.525,3.205334095951103,CHRISTMAS RETROSPOT STAR WOOD,0.015,0.985,uk_online_retail,1.6094379124341003,0.0,1.4363537423379908,True,-1,-0.1818445532773496
14777.0,3,1,2010-12-16 15:27:00,2011-12-05 13:20:00,353.91180555555553,0.008476688126553816,357.8909722222222,0.6666666666666666,1.0,1.0,-17.45,-5.816666666666666,4.965212315030781,RECIPE BOX PANTRY YELLOW DESIGN,0.03983050847457627,0.9601694915254237,uk_online_retail,1.3862943611198906,0.0,1.7859446483834682,True,-1,-0.18034479277407955
16262.0,3,1,2010-12-14 11:55:00,2010-12-14 11:55:00,1.0,3.0,360.03819444444446,1.0,1.0,1.0,-31.65,-10.549999999999999,8.258783203353868,DOORSTOP RETROSPOT HEART,0.013157894736842105,0.9868421052631579,uk_online_retail,1.3862943611198906,0.0,2.2255726364983883,True,-1,-0.17890133689129728
13693.0,4,1,2011-01-18 15:21:00,2011-01-18 15:23:00,1.0,4.0,324.8951388888889,1.0,1.0,1.0,-32.0,-8.0,5.486042896903621,DANISH ROSE ROUND SEWING BOX,0.03125,0.96875,uk_online_retail,1.6094379124341003,0.0,1.8696526216319296,True,-1,-0.176078776460318
17820.0,5,1,2010-12-15 17:04:00,2011-06-01 15:14:00,167.92361111111111,0.02977544353004425,358.8236111111111,0.6,1.0,1.0,-24.05,-4.8100000000000005,4.557192117960357,GREEN REGENCY TEACUP AND SAUCER,0.03870967741935484,0.9612903225806452,uk_online_retail,1.791759469228055,0.0,1.7150929659442586,True,-1,-0.1753558492891215
13958.0,5,1,2010-12-02 17:03:00,2010-12-02 17:03:00,1.0,5.0,371.82430555555555,1.0,1.0,1.0,-102.45,-20.490000000000002,7.34969387117586,CREAM SWEETHEART MINI CHEST,0.04684684684684685,0.9531531531531532,uk_online_retail,1.791759469228055,0.0,2.1222248760560642,True,-1,-0.17439404551521043
12607.0,202,1,2011-10-10 16:06:00,2011-10-12 16:17:00,2.0076388888888888,100.61570390868212,59.86388888888889,1.0,1.0,0.5,3.552713678800501e-15,1.75876914792104e-17,16.773833418816015,3 RAFFIA RIBBONS 50'S CHRISTMAS ,0.0049504950495049506,0.49504950495049505,uk_online_retail,5.313205979041787,1.75876914792104e-17,2.8777273430891763,False,-1,-0.17106548020675327
16252.0,21,1,2010-12-08 16:15:00,2010-12-08 16:15:00,1.0,21.0,365.8576388888889,1.0,1.0,1.0,-295.09,-14.05190476190476,4.612763400660843,BINGO SET,0.012919896640826873,0.9870801033591732,uk_online_retail,3.091042453358316,0.0,1.725043183042573,True,-1,-0.16898048883680394
16742.0,4,1,2011-10-24 11:58:00,2011-10-24 12:02:00,1.0,4.0,46.03611111111111,1.0,1.0,0.75,0.0,0.0,365.4019795604105,Manual,0.42657342657342656,0.32342657342657344,uk_online_retail,1.6094379124341003,0.0,5.903731035515759,False,-1,-0.16515727662393487
18087.0,7,1,2011-02-11 11:24:00,2011-09-02 15:12:00,203.15833333333333,0.03445588416259896,301.0597222222222,0.42857142857142855,1.0,0.7142857142857143,3770.1199999999994,538.5885714285713,1223.1405548481687,CHRISTMAS RETROSPOT STAR WOOD,0.015,0.6992857142857143,uk_online_retail,2.0794415416798357,6.29080694439947,7.109994288871832,False,-1,-0.16512310119072082
15823.0,17,1,2010-12-02 15:08:00,2011-01-06 12:58:00,34.90972222222222,0.4869703600556992,371.90416666666664,0.058823529411764705,1.0,0.9411764705882353,-840.76,-49.45647058823529,45.838103274074356,ASSORTED TUTTI FRUTTI HEART BOX,0.05555555555555555,0.8856209150326797,uk_online_retail,2.8903717578961645,0.0,3.8466970441878976,True,-1,-0.15143891421121658
15802.0,3,1,2011-07-20 11:23:00,2011-07-20 11:40:00,1.0,3.0,142.06041666666667,1.0,1.0,0.6666666666666666,-451.42,-150.47333333333333,521.2549170351617,Manual,0.42657342657342656,0.24009324009324007,uk_online_retail,1.3862943611198906,0.0,6.258155815490796,False,-1,-0.1481012130773427
15098.0,5,1,2011-06-10 15:22:00,2011-06-10 15:39:00,1.0,5.0,181.89444444444445,1.0,1.0,0.4,649.5,129.9,27558.28232219853,PICNIC BASKET WICKER 60 PIECES,0.0,0.4,uk_online_retail,1.791759469228055,4.874433672915854,10.2240946842297,False,-1,-0.14211204306077907
12454.0,30,1,2011-10-14 17:13:00,2011-10-17 15:07:00,2.9125,10.300429184549357,55.81736111111111,1.0,1.0,0.5,5.684341886080802e-14,1.8947806286936005e-15,260.3465868732519,3 DRAWER ANTIQUE WHITE WOOD CABINET,0.023474178403755867,0.4765258215962441,uk_online_retail,3.4339872044851463,1.8947806286935985e-15,5.565847445472551,False,-1,-0.14067581532067186
12908.0,4,1,2011-01-31 12:36:00,2011-10-12 10:11:00,253.89930555555554,0.015754277040055796,312.0097222222222,0.5,1.0,0.5,246.0,61.5,381.9751300804805,ASSORTED COLOURS SILK FAN,0.0076481835564053535,0.49235181644359466,uk_online_retail,1.6094379124341003,4.135166556742356,5.947970052556593,False,-1,-0.13131588584860832
12755.0,6,1,2010-12-09 10:44:00,2011-04-04 10:12:00,115.97777777777777,0.051734048668327266,365.0875,0.16666666666666666,1.0,0.3333333333333333,2203.2,367.2,1795.5956610551273,ROUND SNACK BOXES SET OF 4 FRUITS ,0.02618657937806874,0.3071467539552646,uk_online_retail,1.9459101490553132,5.908626268798978,7.49364885370543,False,-1,-0.1287717868371503
17548.0,17,1,2010-12-01 10:24:00,2011-05-06 10:00:00,155.98333333333332,0.10898600277807459,373.1013888888889,0.4117647058823529,1.0,0.7058823529411765,-141.48,-8.32235294117647,21.795151848923812,IVORY GIANT GARDEN THERMOMETER,0.02926829268292683,0.6766140602582497,uk_online_retail,2.8903717578961645,0.0,3.1265478751445905,False,-1,-0.1285132151701488
15749.0,15,1,2011-01-11 12:55:00,2011-04-18 13:20:00,97.01736111111111,0.15461150280949143,331.99652777777777,0.3333333333333333,1.0,0.3333333333333333,21535.9,1435.7266666666667,4586.563235686648,DOORMAT FAIRY CAKE,0.008086253369272238,0.3252470799640611,uk_online_retail,2.772588722239781,7.270122656898687,8.431104276613686,False,-1,-0.12550565525214386
14792.0,4,1,2011-10-06 18:34:00,2011-10-07 09:19:00,1.0,4.0,63.76111111111111,1.0,1.0,0.5,0.0,0.0,3.8179401077893647,AIRLINE BAG VINTAGE TOKYO 78,0.024213075060532687,0.47578692493946734,uk_online_retail,1.6094379124341003,0.0,1.5723464731875123,False,-1,-0.12372350727867243
15100.0,6,1,2010-12-01 09:09:00,2011-01-13 17:09:00,43.333333333333336,0.13846153846153844,373.1534722222222,0.5,1.0,0.5,635.1,105.85000000000001,215.9862634521001,VICTORIAN SEWING BOX LARGE,0.0989010989010989,0.4010989010989011,uk_online_retail,1.9459101490553132,4.671425981765156,5.379834049472745,False,-1,-0.1166764904701566
16878.0,6,1,2011-09-16 17:39:00,2011-11-15 08:52:00,59.634027777777774,0.1006136969711085,83.79930555555555,0.5,1.0,0.5,0.0,0.0,6.271044570085594,PACK OF 6 BIRDY GIFT TAGS,0.007142857142857143,0.4928571428571429,uk_online_retail,1.9459101490553132,0.0,1.9838999634917391,False,-1,-0.11641082161341298
13762.0,14,1,2011-05-05 09:15:00,2011-05-19 15:23:00,14.255555555555556,0.9820732657833203,218.14930555555554,0.5,1.0,0.5,3.552713678800501e-15,2.5376526277146434e-16,54.70364127945022,HANGING METAL HEART LANTERN,0.029649595687331536,0.47035040431266845,uk_online_retail,2.70805020110221,2.537652627714643e-16,4.02004551785666,False,-1,-0.1149326509409615
14557.0,32,1,2011-09-15 15:48:00,2011-10-06 20:36:00,21.2,1.509433962264151,84.87638888888888,0.5,1.0,0.5,0.0,0.0,59.39751205824767,12 COLOURED PARTY BALLOONS,0.0058823529411764705,0.49411764705882355,uk_online_retail,3.4965075614664802,0.0,4.100947913003778,False,-1,-0.1117775579724467
18220.0,4,1,2011-04-27 09:03:00,2011-05-04 11:23:00,7.097222222222222,0.5636007827788649,226.1576388888889,1.0,1.0,0.5,297.78000000000003,74.44500000000001,90.29757674858539,STRAWBERRY CERAMIC TRINKET BOX,0.07142857142857142,0.4285714285714286,uk_online_retail,1.6094379124341003,4.323403913965615,4.514124245612163,False,-1,-0.1106307210139299
16716.0,3,1,2011-02-01 15:35:00,2011-03-18 10:03:00,44.769444444444446,0.06700998945213128,310.8854166666667,0.6666666666666666,1.0,0.3333333333333333,319.8000000000001,106.60000000000004,659.9624534774687,3 HOOK PHOTO SHELF ANTIQUE WHITE,0.04218362282878412,0.2911497105045492,uk_online_retail,1.3862943611198906,4.678420647727684,6.49369703563241,False,-1,-0.10968513732126972
13364.0,20,1,2011-09-29 18:13:00,2011-10-04 09:48:00,4.649305555555555,4.301717699775953,70.77569444444444,1.0,1.0,0.5,0.0,0.0,14.737283903152074,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,0.01,0.49,uk_online_retail,3.044522437723423,0.0,2.756032667943518,False,-1,-0.10925995082797901
16446.0,4,1,2011-05-18 09:52:00,2011-12-09 09:27:00,204.98263888888889,0.01951384771745575,205.1236111111111,0.5,1.0,0.25,2.8999999999941792,0.7249999999985448,137554.85239290603,"PAPER CRAFT , LITTLE BIRDIE",0.5,-0.25,uk_online_retail,1.6094379124341003,0.5452270504824794,11.831785312833327,False,-1,-0.10865692833302842
12558.0,22,1,2011-12-02 10:41:00,2011-12-08 10:14:00,5.98125,3.67816091954023,7.089583333333334,1.0,1.0,0.5,1.0658141036401503e-14,4.844609562000683e-16,33.05272440323476,CARD DOLLY GIRL ,0.009404388714733543,0.49059561128526646,uk_online_retail,3.1354942159291497,4.844609562000682e-16,3.5279100412371753,False,-1,-0.1083086311750523
18274.0,22,1,2011-11-09 17:03:00,2011-11-22 10:18:00,12.71875,1.7297297297297298,29.824305555555554,1.0,1.0,0.5,1.7763568394002505e-15,8.074349270001139e-17,16.645272173031167,FAIRY CAKE FLANNEL ASSORTED COLOUR,0.011111111111111112,0.4888888888888889,uk_online_retail,3.1354942159291497,8.074349270001139e-17,2.870467881946279,False,-1,-0.10579150947817229
15221.0,11,1,2010-12-05 12:29:00,2010-12-08 13:08:00,3.027083333333333,3.633860977288369,369.01458333333335,1.0,1.0,0.5454545454545454,114.1,10.372727272727273,82.07613954017441,CHEST 7 DRAWER MA CAMPAGNE,0.037037037037037035,0.5084175084175084,uk_online_retail,2.4849066497880004,2.431218144674495,4.419757531151388,False,-1,-0.10036150246764297
12931.0,102,1,2010-12-17 09:45:00,2011-11-18 12:39:00,336.12083333333334,0.30346229654514123,357.12847222222223,0.0196078431372549,1.0,0.19607843137254902,33462.81,328.06676470588235,675.0280078342797,RED TOADSTOOL LED NIGHT LIGHT,0.013729977116704805,0.1823484542558442,uk_online_retail,4.634728988229636,5.796260662414135,6.516234506892209,False,-1,-0.09810435744861667
15171.0,7,1,2011-01-12 15:36:00,2011-01-19 12:39:00,6.877083333333333,1.0178733717055437,330.8847222222222,1.0,1.0,0.2857142857142857,1034.5,147.78571428571428,292.3257111999754,PINK BABY BUNTING,0.008547008547008548,0.2771672771672771,uk_online_retail,2.0794415416798357,5.002507111645714,5.681283633921,False,-1,-0.09606215726412637
15299.0,12,1,2010-12-02 16:48:00,2011-10-03 14:19:00,304.8965277777778,0.039357614491255,371.83472222222224,0.25,1.0,0.4166666666666667,3787.09,315.59083333333336,464.16965347632686,Manual,0.42657342657342656,-0.009906759906759877,uk_online_retail,2.5649493574615367,5.757610193563865,6.14240218523282,False,-1,-0.0900925071012263
18072.0,36,1,2011-06-07 10:44:00,2011-07-07 17:22:00,30.27638888888889,1.1890453690536262,185.0875,0.5,1.0,0.5,-5.329070518200751e-15,-1.4802973661668753e-16,17.19598624264229,"BLACK TEA,COFFEE,SUGAR JARS",0.11320754716981132,0.3867924528301887,uk_online_retail,3.6109179126442243,0.0,2.9012010336425287,False,-1,-0.0891446906373452
17603.0,15,1,2011-03-17 14:39:00,2011-10-20 19:19:00,217.19444444444446,0.06906253996674766,266.9243055555556,0.06666666666666667,1.0,0.26666666666666666,-1165.3,-77.68666666666667,248.97847444728077,Manual,0.42657342657342656,-0.1599067599067599,uk_online_retail,2.772588722239781,0.0,5.521374811944361,False,-1,-0.0830950297261267
