entity_id,n_events,n_unique_customers,first_event_ts,last_event_ts,lifetime_days,events_per_day,days_since_first_event,pct_events_in_first_14d,top3_customer_concentration,cancellation_rate,total_amount,avg_amount,amount_std,primary_category,category_baseline_cancel_rate,cancel_rate_deviation,source,log_n_events,log_avg_amount,log_amount_std,rule_flag_single_customer_all_cancelled,anomaly_score,anomaly_score_raw
12347.0,182,1,2010-12-07 14:57:00,2011-12-07 15:52:00,365.03819444444446,0.49857796463459875,366.91180555555553,0.17032967032967034,1.0,0.0,4310.0,23.681318681318682,23.28990231050118,AIRLINE BAG VINTAGE JET SET BROWN,0.0,0.0,uk_online_retail,5.209486152841421,3.2060466287815386,3.190060721206948,False,1,0.19133316047644316
12348.0,31,1,2010-12-16 19:09:00,2011-09-25 13:13:00,282.7527777777778,0.10963641186352427,357.7368055555556,0.5483870967741935,1.0,0.0,1797.24,57.97548387096774,48.51485730087981,POSTAGE,0.10063897763578275,-0.10063897763578275,uk_online_retail,3.4657359027997265,4.0771218299394825,3.902272772031919,False,1,0.11237368917998897
12349.0,73,1,2011-11-21 09:51:00,2011-11-21 09:51:00,1.0,73.0,18.124305555555555,1.0,1.0,0.0,1757.55,24.076027397260273,34.655912704589504,16 PIECE CUTLERY SET PANTRY DESIGN,0.028169014084507043,-0.028169014084507043,uk_online_retail,4.30406509320417,3.2219123059801262,3.573914987374192,False,1,0.0758490192696214
12350.0,17,1,2011-02-02 16:01:00,2011-02-02 16:01:00,1.0,17.0,309.8673611111111,1.0,1.0,0.0,334.4,19.670588235294115,7.275538185065964,4 TRADITIONAL SPINNING TOPS,0.004016064257028112,-0.004016064257028112,uk_online_retail,2.8903717578961645,3.0287118316967807,2.113303956618489,False,1,0.20202189592572295
12352.0,95,1,2011-02-16 12:33:00,2011-11-03 14:37:00,260.0861111111111,0.3652636413153763,296.01180555555555,0.2736842105263158,1.0,0.10526315789473684,1545.41,16.267473684210525,75.03146925561443,Manual,0.42657342657342656,-0.3213102686786897,uk_online_retail,4.564348191467836,2.8488245979729108,4.331147323736178,False,1,0.04635966440806505
12353.0,4,1,2011-05-19 17:47:00,2011-05-19 17:47:00,1.0,4.0,203.79375,1.0,1.0,0.0,89.0,22.25,12.215427404174878,CERAMIC CAKE BOWL + HANGING CAKES,0.07947019867549669,-0.07947019867549669,uk_online_retail,1.6094379124341003,3.1463051320333655,2.581384889884735,False,1,0.11473062030650044
12354.0,58,1,2011-04-21 13:11:00,2011-04-21 13:11:00,1.0,58.0,231.98541666666668,1.0,1.0,0.0,1079.4,18.610344827586207,8.679742086377074,3 TIER CAKE TIN GREEN AND CREAM,0.04672897196261682,-0.04672897196261682,uk_online_retail,4.07753744390572,2.97605722432628,2.2700352569642184,False,1,0.11386539254834299
12355.0,13,1,2011-05-09 13:49:00,2011-05-09 13:49:00,1.0,13.0,213.95902777777778,1.0,1.0,0.0,459.4,35.33846153846154,29.70352219466962,DOUGHNUT LIP GLOSS ,0.008620689655172414,-0.008620689655172414,uk_online_retail,2.6390573296152584,3.5928767268616704,3.4243773774802952,False,1,0.174670160648075
12356.0,59,1,2011-01-18 09:50:00,2011-11-17 08:40:00,302.9513888888889,0.1947507163323782,325.125,0.6101694915254238,1.0,0.0,2811.43,47.65135593220339,48.5722968956169,RED RETROSPOT CAKE STAND,0.07191780821917808,-0.07191780821917808,uk_online_retail,4.0943445622221,3.8846796794091576,3.903432147364409,False,1,0.11981205238137249
12357.0,131,1,2011-11-06 16:07:00,2011-11-06 16:07:00,1.0,131.0,32.863194444444446,1.0,1.0,0.0,6207.67,47.38679389312977,39.564761618762496,200 BENDY SKULL STRAWS,0.017543859649122806,-0.017543859649122806,uk_online_retail,4.882801922586371,3.8792269230435794,3.70289974930474,False,-1,-0.0074278980222328705
