ip_address,n_users,n_transactions,fraud_rate
1502818419.73176,20,20,0.95
576060872.527378,20,20,0.95
3874757617.26129,20,20,0.95
2050963888.16442,20,20,0.95
2937899119.50045,19,19,0.9473684210526315
2586669382.02567,19,19,0.9473684210526315
348493400.685206,19,19,1.0
1800549620.00849,19,19,0.9473684210526315
3058785440.79534,19,19,0.9473684210526315
1797069085.53522,19,19,0.9473684210526315
3503223509.70393,19,19,0.9473684210526315
195552957.769917,18,18,0.9444444444444444
2249217198.25719,18,18,0.9444444444444444
979412359.646958,18,18,0.9444444444444444
235431826.927454,18,18,0.9444444444444444
2141691947.61474,18,18,0.9444444444444444
1687739120.67496,18,18,0.9444444444444444
1281303680.80041,18,18,0.9444444444444444
183974753.225656,18,18,0.9444444444444444
1443895590.05504,18,18,0.9444444444444444
3445652471.12086,17,17,0.9411764705882353
3043780218.71936,17,17,0.9411764705882353
623319906.927476,17,17,0.9411764705882353
3645562402.79386,17,17,0.9411764705882353
2161076501.46543,17,17,0.9411764705882353
1509972904.5265,17,17,0.9411764705882353
2294136730.93904,17,17,0.9411764705882353
3019710760.67666,17,17,0.9411764705882353
2011989144.58386,17,17,0.9411764705882353
1235452935.90424,17,17,0.9411764705882353
2470358761.79844,17,17,0.9411764705882353
2881395621.48464,17,17,0.9411764705882353
2498460389.1533,16,16,0.9375
3308310653.21625,16,16,0.9375
865230068.189988,16,16,0.9375
1842040972.79572,16,16,0.9375
2747354688.38091,16,16,0.9375
394188953.82163,16,16,0.9375
2278095.8173399,16,16,0.9375
2459168588.71856,16,16,0.9375
3820047641.00664,16,16,0.9375
406228013.88089,16,16,0.9375
565529320.666826,16,16,0.9375
2521949940.2873,16,16,0.9375
3443416427.6204,16,16,0.9375
2056130100.70937,16,16,0.9375
2366310676.56753,16,16,0.9375
260086723.704654,16,16,0.9375
129698190.050635,16,16,0.9375
470897421.162795,16,16,0.9375
2804811071.28845,16,16,0.9375
1804098892.8803,16,16,0.9375
3154943611.56654,16,16,0.9375
605358766.500077,16,16,0.9375
735912368.915809,16,16,0.9375
2171613305.9384,16,16,0.9375
2028748501.22468,16,16,0.9375
4149333595.43826,16,16,0.9375
261481281.441845,16,16,1.0
381184082.553096,16,16,0.9375
1161950972.9797,16,16,0.9375
3828716001.83371,16,16,0.9375
1886527625.46658,16,16,0.9375
2716499410.18421,16,16,0.9375
2045462560.73971,16,16,0.9375
677147961.514001,16,16,0.9375
1910049722.22462,16,16,0.9375
1484303783.82524,16,16,0.9375
592527285.23829,15,15,0.9333333333333333
2202518487.35979,15,15,0.9333333333333333
4102435168.56565,15,15,0.9333333333333333
2080776513.9368,15,15,0.9333333333333333
2242931192.42416,15,15,0.9333333333333333
3216458111.88971,15,15,0.9333333333333333
3547732767.29913,15,15,0.9333333333333333
3182244329.81568,15,15,0.9333333333333333
3390817651.54913,15,15,0.9333333333333333
530414696.969813,15,15,0.9333333333333333
3439850753.8866,15,15,0.9333333333333333
4081075207.35052,15,15,0.9333333333333333
1045056871.86117,15,15,0.9333333333333333
2979623047.30187,15,15,0.9333333333333333
178953067.130441,15,15,0.9333333333333333
3352290355.95031,15,15,0.9333333333333333
2816924056.83298,15,15,0.9333333333333333
3375939435.10999,15,15,0.9333333333333333
2431181804.90779,15,15,0.9333333333333333
1120496524.56385,15,15,0.9333333333333333
1883167214.94666,15,15,0.9333333333333333
541302590.626476,15,15,0.9333333333333333
2871247601.45149,15,15,0.9333333333333333
1322199220.35494,15,15,0.9333333333333333
4014285529.96041,15,15,0.9333333333333333
517348008.620687,15,15,0.9333333333333333
2810408008.68422,15,15,0.9333333333333333
2456794835.64587,15,15,0.9333333333333333
3094802493.34027,15,15,0.9333333333333333
1547484413.59801,15,15,0.9333333333333333
1923420215.97898,15,15,0.9333333333333333
1755258983.4665,15,15,0.9333333333333333
328591095.914444,15,15,0.9333333333333333
1008027838.32312,15,15,0.9333333333333333
3768519420.84358,15,15,0.9333333333333333
1948216227.33163,15,15,0.9333333333333333
277310032.072596,14,14,0.9285714285714286
210529487.662402,14,14,0.9285714285714286
399358891.067423,14,14,0.9285714285714286
2352611864.12082,14,14,0.9285714285714286
4154109666.24343,14,14,0.9285714285714286
3191842881.181,14,14,0.9285714285714286
2093699786.6013,14,14,0.9285714285714286
65922460.8285276,14,14,0.9285714285714286
136722467.9093,14,14,0.9285714285714286
2963467357.02659,14,14,0.9285714285714286
208052382.731924,14,14,0.9285714285714286
1945208769.31915,14,14,0.9285714285714286
2320416514.9898,14,14,0.9285714285714286
2001215954.55872,14,14,0.9285714285714286
530897625.520737,14,14,0.9285714285714286
1970711686.58092,14,14,0.9285714285714286
2642967635.30936,14,14,0.9285714285714286
3336848623.42589,14,14,0.9285714285714286
798938591.259098,14,14,0.9285714285714286
2893226913.30349,14,14,0.9285714285714286
1120301381.54629,14,14,0.9285714285714286
640393973.192826,14,14,0.9285714285714286
3904575348.81605,14,14,0.9285714285714286
1537339184.26314,14,14,0.9285714285714286
3199936959.70214,14,14,0.9285714285714286
3611269929.64216,14,14,0.9285714285714286
859091904.180851,14,14,0.9285714285714286
1855454339.45837,14,14,0.9285714285714286
2196907767.99875,14,14,0.9285714285714286
3537938390.95081,14,14,0.9285714285714286
2613575963.21995,14,14,0.9285714285714286
1704054012.77027,14,14,0.9285714285714286
215055035.595783,14,14,0.9285714285714286
3995823223.86163,14,14,0.9285714285714286
2869598153.36168,14,14,0.9285714285714286
31681698.6874224,14,14,0.9285714285714286
2969993904.04815,14,14,0.9285714285714286
2048906551.77631,14,14,0.9285714285714286
3874175296.76085,14,14,0.9285714285714286
3613723554.44514,14,14,0.9285714285714286
601666230.968907,14,14,0.9285714285714286
2300419393.14312,14,14,0.9285714285714286
2076293831.24954,14,14,0.9285714285714286
1200868649.91587,14,14,1.0
2966275966.60392,14,14,0.9285714285714286
1599329313.95347,14,14,0.9285714285714286
950613975.456179,14,14,0.9285714285714286
40885065.7475381,14,14,0.9285714285714286
2995835944.50747,14,14,0.9285714285714286
341206182.025808,14,14,0.9285714285714286
941869724.551596,14,14,0.9285714285714286
2664871853.69656,14,14,0.9285714285714286
2273258677.2827,14,14,0.9285714285714286
2549037980.34032,14,14,1.0
3524704200.30666,14,14,0.9285714285714286
2703203084.19765,14,14,0.9285714285714286
1398702377.75663,14,14,0.9285714285714286
359935165.874317,14,14,0.9285714285714286
3666645038.90962,14,14,1.0
4084532666.71476,13,13,0.9230769230769231
2293516043.0704,13,13,0.9230769230769231
1085077726.01273,13,13,0.9230769230769231
654710115.669662,13,13,0.9230769230769231
654180389.921873,13,13,0.9230769230769231
1473958918.58751,13,13,0.9230769230769231
940809573.075723,13,13,0.9230769230769231
1408658420.04079,13,13,0.9230769230769231
2751388343.90963,13,13,0.9230769230769231
55390577.1750268,13,13,0.9230769230769231
1627702596.72429,13,13,0.9230769230769231
1239228476.16748,13,13,0.9230769230769231
749426256.744777,13,13,0.9230769230769231
2692106184.93953,13,13,0.9230769230769231
2676937352.56075,13,13,1.0
913385608.868587,13,13,0.9230769230769231
1707738489.50649,13,13,0.9230769230769231
4262694823.865,13,13,0.9230769230769231
124615393.935625,13,13,0.9230769230769231
3306848017.15295,13,13,0.9230769230769231
3224982087.21511,13,13,0.9230769230769231
680273415.553703,13,13,1.0
1367517507.76938,13,13,0.9230769230769231
1449817393.6383,13,13,0.9230769230769231
2449678656.12944,13,13,0.9230769230769231
3409409197.33372,13,13,0.9230769230769231
3127237580.24396,13,13,0.9230769230769231
1056226052.05936,13,13,0.9230769230769231
824199459.40939,13,13,0.9230769230769231
2009076233.18969,13,13,0.9230769230769231
2725309598.67046,13,13,0.9230769230769231
2437552585.57797,13,13,0.9230769230769231
3563219220.72205,13,13,0.9230769230769231
803257833.511782,13,13,0.9230769230769231
1588150803.97652,13,13,0.9230769230769231
1644831123.76622,13,13,0.9230769230769231
1187481888.2108,13,13,0.9230769230769231
4246268468.32846,13,13,0.9230769230769231
1216751095.20766,13,13,0.9230769230769231
1259716330.53327,13,13,0.9230769230769231
3481406794.43404,13,13,0.9230769230769231
2389963293.54733,13,13,0.9230769230769231
3142341272.56186,13,13,0.9230769230769231
3872015077.60445,13,13,0.9230769230769231
4143445567.92593,13,13,1.0
3003295708.72567,13,13,0.9230769230769231
2647792501.42565,13,13,0.9230769230769231
3195389558.14957,13,13,0.9230769230769231
2024709105.99268,13,13,1.0
4155532702.82657,13,13,0.9230769230769231
794361459.11781,13,13,0.9230769230769231
1968521462.78761,13,13,0.9230769230769231
1028277514.36251,13,13,0.9230769230769231
2083243184.62702,13,13,0.9230769230769231
458910867.818218,13,13,0.9230769230769231
3844702994.64253,13,13,0.9230769230769231
3640369181.95512,13,13,0.9230769230769231
3176577691.77621,13,13,0.9230769230769231
597906032.916843,13,13,0.9230769230769231
3703022055.14674,13,13,0.9230769230769231
4100004971.49175,13,13,0.9230769230769231
1536404544.16191,13,13,0.9230769230769231
3690992049.77333,13,13,0.9230769230769231
1279739810.61675,13,13,0.9230769230769231
2294788835.78698,12,12,0.9166666666666666
2782193560.49304,12,12,0.9166666666666666
3356273450.29333,12,12,0.9166666666666666
1969298055.0383,12,12,0.9166666666666666
2228514657.35564,12,12,0.9166666666666666
2621473820.11095,12,12,0.9166666666666666
3469474869.87,12,12,0.9166666666666666
1611916207.75518,12,12,0.9166666666666666
1476841656.5839,12,12,0.9166666666666666
4095196690.25101,12,12,0.9166666666666666
592604170.121703,12,12,0.9166666666666666
3405297090.67682,12,12,0.9166666666666666
3323572247.55339,12,12,0.9166666666666666
941909981.869509,12,12,0.9166666666666666
1279271480.47267,12,12,0.9166666666666666
2438734400.61844,12,12,0.9166666666666666
4279796410.56051,12,12,0.9166666666666666
687576387.452803,12,12,0.9166666666666666
1543909763.94073,12,12,0.9166666666666666
3411983017.72234,12,12,0.9166666666666666
2351655812.86936,12,12,0.9166666666666666
515299474.672477,12,12,0.9166666666666666
2652995515.87217,12,12,0.9166666666666666
2942886168.12893,12,12,0.9166666666666666
2995101498.68101,12,12,0.9166666666666666
509116204.634778,12,12,1.0
4248426694.39513,12,12,0.9166666666666666
209410851.022047,12,12,0.9166666666666666
2296519093.75485,12,12,0.9166666666666666
337666940.236763,12,12,0.9166666666666666
3869147547.38083,12,12,0.9166666666666666
3642779605.45805,12,12,0.9166666666666666
1387652550.55938,12,12,0.9166666666666666
176583066.467017,12,12,0.9166666666666666
2968152395.08347,12,12,0.9166666666666666
1283159811.29651,12,12,0.9166666666666666
1698209449.75029,12,12,0.9166666666666666
636104095.166285,12,12,0.9166666666666666
2752175063.30293,12,12,0.9166666666666666
1446336166.18613,12,12,0.9166666666666666
4154669703.43661,12,12,0.9166666666666666
3309725542.57949,12,12,0.9166666666666666
2465708732.26345,12,12,0.9166666666666666
752714367.01754,12,12,0.9166666666666666
3019254030.90839,12,12,0.9166666666666666
1977076202.65662,12,12,0.9166666666666666
1980120298.19509,12,12,0.9166666666666666
1090014741.37484,12,12,0.9166666666666666
2642335657.87366,12,12,0.9166666666666666
1136982158.18005,12,12,0.9166666666666666
1531011454.53913,12,12,0.9166666666666666
1456889546.85359,12,12,0.9166666666666666
3389698916.49774,12,12,1.0
1149556983.43007,12,12,0.9166666666666666
2271182466.04316,12,12,0.9166666666666666
2840032746.46351,12,12,0.9166666666666666
4182417969.64987,12,12,0.9166666666666666
3184951156.1976,12,12,0.9166666666666666
3920751639.0589,12,12,0.9166666666666666
3278160237.80038,12,12,0.9166666666666666
237842581.4428,12,12,0.9166666666666666
2685346155.70485,12,12,0.9166666666666666
799584366.227038,12,12,0.9166666666666666
3504252398.46546,12,12,0.9166666666666666
1332309397.60849,12,12,0.9166666666666666
3574282994.32394,12,12,0.9166666666666666
2367751965.51177,12,12,0.9166666666666666
3058135886.42571,12,12,0.9166666666666666
1213104903.78116,12,12,0.9166666666666666
423176854.729819,12,12,0.9166666666666666
2647235230.55047,12,12,0.9166666666666666
116341646.397529,12,12,0.9166666666666666
2513567027.32867,12,12,0.9166666666666666
2879985963.30706,12,12,0.9166666666666666
2689697058.14774,12,12,0.9166666666666666
1927087337.20659,12,12,0.9166666666666666
2503225219.38561,12,12,0.9166666666666666
746057658.097905,12,12,0.9166666666666666
3258241120.80853,12,12,1.0
1839138923.13393,12,12,0.9166666666666666
3855235971.01081,12,12,1.0
3612513454.0407,12,12,0.9166666666666666
3554333144.9182,12,12,0.9166666666666666
2895731389.33821,12,12,0.9166666666666666
304877821.484116,12,12,0.9166666666666666
3463259970.33958,12,12,0.9166666666666666
3785879484.74634,12,12,0.9166666666666666
2188026725.46501,12,12,0.9166666666666666
3370394938.30177,12,12,0.9166666666666666
2209203778.3692,12,12,0.9166666666666666
69885795.3305757,12,12,0.9166666666666666
4019004388.23383,11,11,0.9090909090909091
3814899968.49315,11,11,0.9090909090909091
881314529.305498,11,11,0.9090909090909091
